"","dataset","tsid","longitude","latitude","ipccReg","Category","CategorySpec","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6","maxValAge","minValAge"
"538","Moon.Grimm.1996","M2L7p5fn09cP",-98.16,46.86,"CNA","pollen","pollen",10879,81,80.5,"annual","T","Temp12k","positive",4.338,4.454,7260,785
"539","MoorAlpenrose.Weirich.1980","R80Zur79Zc7",11.76,47,"WCE","pollen","pollen",10698.91,238.465,239.48,"annual","T","Temp12k","positive",2.879,6.331,6904.42,2615.11
"540","MoorimWeissenstadterForst.Hahne.1992","RzyEckXGPZe",11.88,50.14,"WCE","pollen","pollen",6963.31,136.73,143.965,"annual","T","Temp12k","positive",7.075,4.665,7029.5,6033.38
"541","MooseLake.Clegg.2010","RHLePxbL9rI",-143.5988,61.3742,"NWN","chironomid","chironomid",5999.234,37.9120000000003,38.4425000000001,"summerOnly","T","Temp12k","positive",13.631,13.955,5538.684,271.474
"542","Moraine.Hansen.1985","M2Lthi33n58P",-58.05,52.27,"NEN","pollen","pollen",10582,228.5,229,"annual","T","Temp12k","positive",-1.401,-3.046,9124,1499
"543","MountHoney.McGlone.2010","GH73726cce",169.1625,-52.5,"SOO","pollen","pollen",11821.333,114.08,114.08,"summerOnly","T","Temp12k","positive",8.443,8.944,5319.5,10093
"544","MR003-K03-PC01.Harada.2004","T2L_PC01_uk37_SST_from_uk37",152.53,46.32,"RFE","alkenone","alkenone",11339.686,87.088,87.088,"summerOnly","T","Temp12k","positive",8.336,7.827,7750.707,7049.091
"545","MSM05_5_712_2.Werner.2013","T2L_MSM05_5_712_2_mgca_pachyderma_SST_from_mgca_pachyderma",6.7672,78.9157,"ARO","Mg/Ca","Mg/Ca",11715.365,97.5739999999996,97.5739999999997,"annual","T","Temp12k","positive",7.309,4.082,487.873,11061.47
"546","MSM05_5_712_2.Werner.2013","T2L_MSM05_5_712_2_d18o_pachyderma_SST_from_d18o_pachyderma",6.7672,78.9157,"ARO","isotope","isotope",8680.29,48.7870000000003,48.7870000000003,"annual","T","Temp12k","positive",2.218,2.222,7752.71,4390.857
"547","MSM05-712.Muller.2013","PYTS0ELQKO1",6.767,78.916,"ARO","other microfossil","other microfossil",9541.55,134.85,136.7,"annual","T","Temp12k","positive",2.032,2.696,9351.3,1390.6
"548","MSM055_712-2.Werner.2015","LPDa0c5bf8a",6.7672,78.9157,"ARO","other microfossil","other microfossil",11532,58,58,"annual","T","Temp12k","positive",2.889,3.859,10112.5,11385
"549","MSM055_723-2.Werner.2015","LPD95b2b1f9",5.3378,79.161,"ARO","other microfossil","other microfossil",11888,65,65,"annual","T","Temp12k","positive",3.354,4.639,10125,11919
"550","MSM343300.Ouellet-Bernier.2014","R7NCYvaRppQ",-54.002,68.4719,"GIC","other microfossil","other microfossil",9326,52,53,"annual","T","Temp12k","positive",4.848,4.828,1178,10004
"551","MV1014_09MC.Hertzberg.2016","T2L_MV1014_09MC_tex86_SST_from_tex86",-85.3333,-0.6938,"EPO","other biomarker","other biomarker",4660.496,272.367,242.104,"annual","T","Temp12k","positive",NA,24.979,4151.356,3243.467
"552","MV1014_09MC.Hertzberg.2016","T2L_MV1014_09MC_mgca_ruber_SST_from_mgca_ruber",-85.3333,-0.6938,"EPO","Mg/Ca","Mg/Ca",4357.867,484.2075,484.208,"annual","T","Temp12k","positive",NA,21.316,5967.133,3546.096
"553","MV99_PC14.Marchitto.2010","T2L_MV99_PC14_mgca_bulloides_SST_from_mgca_bulloides",-112.7167,25.2012,"NCA","Mg/Ca","Mg/Ca",9777.6,41.5,41.3499999999999,"annual","T","Temp12k","positive",NA,18.145,3612.7,4686.7
"554","Myrtle.Janssen.1968","M2Lryhea56aP",-93.39,47.98,"CNA","pollen","pollen",10906,138.5,151,"annual","T","Temp12k","positive",3.544,5.425,9261,10934
"555","Myrvatn.Seppa.2009","PYTG8DTT9X6",16.38,68.65,"NEU","pollen","pollen",8820.11,247.58,247.58,"summerOnly","T","Temp12k","positive",10.835,11.536,8769.97,197.44
"556","NA87_22.Duplessy.1992","RO0fn3HkrCf",-14.5833,55.5,"NAO","other microfossil","other microfossil",11542.847168,296.792886,297.310678,"annual","T","Temp12k","positive",3.754,4.779,4726.344576,11961.75032
"557","Nalengcuo.Opitz.2015","R2iEguO3VtJ",99.75,31.1,"TIB","pollen","pollen",11778.831,124.09,124.09,"annual","T","Temp12k","positive",-1.011,-1.635,213.028,7385.55
"558","Naujg1.Willemse.1999","PYT6W4ZFN6N",-51.9667,66.6667,"GIC","biophysical","biophysical",9069,14,14,"summerOnly","T","Temp12k","positive",61.341,63.083,8912,8060
"559","Nautajarvi.Seppa.2009","PYTJ3JMX39H",24.7,61.8,"NEU","pollen","pollen",8947,36,36,"annual","T","Temp12k","positive",3.346,5.371,5582,422.5
"560","Nedlouc.Larouche.1981","M2Lks0hut9wP",-71.65,57.65,"NEN","pollen","pollen",4073,235,181,"annual","T","Temp12k","positive",-5.906,NA,3865,4154
"561","NevadoHuascaran.Thompson.1995","IC95THHU02D",-77.5,-9,"NWS","isotope","isotope",12000,100,100,"annual","T","Temp12k","positive",-18.418,-17.655,9300,12000
"562","NGRIP.NGRIP.2004","GH26a3a772",-42.32,75.1,"GIC","isotope","isotope",12000,20,20,"annual","T","Temp12k","positive",-35.369,-34.7,7940,11880
"563","Nikolay.Andreev.2004","R7xfSla4XGC",124.1933,73.3259,"RAR","pollen","pollen",9780,409.5,410,"summerOnly","T","Temp12k","positive",0.425,3.695,4541,9303
"564","NikolayLake.Andreev.2004","RmF8m0ywgsv",124.2,73.33,"RAR","chironomid","chironomid",10115,407.5,410,"summerOnly","T","Temp12k","positive",8.535,8.943,10210,3315
"565","NIOP_C2_905_PC.Huguet.2006","T2L_NIOP_C2_905_PC_uk37_SST_from_uk37",51.9333,10.7833,"NEAF","alkenone","alkenone",11918,169,169,"annual","T","Temp12k","positive",26.664,25.802,1052,10572
"566","NIOP_C2_905_PC.Huguet.2006","T2L_NIOP_C2_905_PC_tex86_SST_from_tex86",51.9333,10.7833,"NEAF","other biomarker","other biomarker",11918,169,169,"annual","T","Temp12k","positive",24.387,25.01,11937,1321
"567","Njakajaure.Bigler.2006","PYTK055L6OA",18.78,68.33,"NEU","other microfossil","other microfossil",8744,242,245,"summerOnly","T","Temp12k","positive",12.6,13.9,2775,111
"568","Njulla.Larocque.2004","RmQKXILNmID",18.7,68.37,"NEU","chironomid","chironomid",8949.615,183.16,183.16,"summerOnly","T","Temp12k","positive",8.795,9.798,8947.89,156.94
"569","NorthCraterLake.Palmer.2002","WEB571a8fc4",-120.02,49.07,"WNA","chironomid","chironomid",11637.586,219.184,207.2325,"summerOnly","T","Temp12k","positive",10.996,12.01,10296.43,1473.978
"570","NorthGRIP.Gkinis.2014","WEB5e35a876",-42.32,75.1,"GIC","other ice","other ice",11850,10,10,"annual","T","Temp12k","positive",-31.422,-29.56,7850,12000
"571","NorthLake.Axford.2013","PYTRGDDL048",-50.0267,69.2417,"GIC","chironomid","chironomid",7101.53,302.339999999999,302.34,"summerOnly","T","Temp12k","positive",-0.479,1.777,5287.52,70
"572","NorthPond.Whitehead.1978","M2Lfwuhv0pjP",-73.05,42.65,"ENA","pollen","pollen",10335,300,320,"annual","T","Temp12k","positive",6.511,6.21,8351,8286
"573","NussbaumerSeen.Rsch.1995","RfS6nLBgBZ2",8.82,47.62,"WCE","pollen","pollen",10921.05,129.07,129.07,"annual","T","Temp12k","positive",5.816,8.661,6975.58,3061.16
"574","Nutt.Bennett.1987","M2LvnfrppdsP",-79.45,45.22,"ENA","pollen","pollen",10546,101,132.5,"annual","T","Temp12k","positive",5.302,5.22,4440,10659
"575","OCE326_GGC26.Keigwin.2005","T2L_OCE326_GGC26_d18o_pachyderma_SST_from_d18o_pachyderma",-54.8664,43.4833,"NAO","isotope","isotope",10056.25,62.5,62.5,"annual","T","Temp12k","positive",NA,4.884,8910,3095
"576","OCE326_GGC26.Keigwin.2005","T2L_OCE326_GGC26_uk37_SST_from_uk37",-54.8664,43.4833,"NAO","alkenone","alkenone",11730,110,110,"annual","T","Temp12k","positive",8.399,11.628,11310,260
"577","OCE326_GGC30.Sachs.2007","T2L_OCE326_GGC30_uk37_SST_from_uk37",-62.7953,43.8853,"ENA","alkenone","alkenone",11990,70,70,"annual","T","Temp12k","positive",8.399,12.734,9670,130
"578","ODP_165_999A.Schmidt.2004","T2L_ODP_165_999A_mgca_ruber_SST_from_mgca_ruber",-78.7393,12.744,"SCA","Mg/Ca","Mg/Ca",8130,450,340,"annual","T","Temp12k","positive",NA,27.029,4630,11650
"579","ODP_165_999A.Schmidt.2004","T2L_ODP_165_999A_d18o_ruber_SST_from_d18o_ruber",-78.7393,12.744,"SCA","isotope","isotope",8130,450,340,"annual","T","Temp12k","positive",NA,28.049,4630,11650
"580","ODP_167_1019C.Barron.2003","T2L_ODP_167_1019C_uk37_SST_from_uk37",-124.932,41.6829,"WNA","alkenone","alkenone",11800,130,130,"annual","T","Temp12k","positive",11.035,10.099,10050,11800
"581","ODP_175_1078C.Kim.2003","T2L_ODP_175_1078C_uk37_SST_from_uk37",13.4,-11.921,"WSAF","alkenone","alkenone",11900,250,250,"annual","T","Temp12k","positive",24.412,23.889,430,9360
"582","ODP_175_1084B.Farmer.2005","T2L_ODP_175_1084B_mgca_bulloides_SST_from_mgca_bulloides",13.0278,-25.5139,"WSAF","Mg/Ca","Mg/Ca",11961,66,65.5,"annual","T","Temp12k","positive",10.317,11.088,9596,11769
"583","ODP_178_1098B.Shevenell.2011","T2L_ODP_178_1098B_tex86_SST_from_tex86",-64.208,-64.8619,"WAN","other biomarker","other biomarker",11688.97,70.1799999999998,70.5099999999998,"annual","T","Temp12k","positive",-3.299,-2.71,10800.9,9365.7
"584","ODP162_984.Came.2007","T2L_ODP162_984_mgca_pachyderma_d_SST_from_mgca_pachyderma_d",-24.0824,61.4253,"NAO","Mg/Ca","Mg/Ca",9869.1,80.5999999999985,80.5999999999985,"annual","T","Temp12k","positive",10.077,11.564,1449.6,10024.9
"585","ODP162_984.Came.2007","T2L_ODP162_984_d18o_pachyderma_d_SST_from_d18o_pachyderma_d",-24.0824,61.4253,"NAO","isotope","isotope",10653.5,77.5999999999995,77.5499999999997,"annual","T","Temp12k","positive",10.067,10.499,7806.3,11000
"586","ODP658C_UK37.Zhao.1995","LPDb217bdbexxxx_SST_from_Uk37",-18.58,20.75,"SAH","alkenone","alkenone",11835,98,98,"annual","T","Temp12k","positive",20.093,20.933,6244,822
"587","ODP658C.deMenocal.1997","LPD493f1394xxxx",-18.6,20.8,"SAH","other microfossil","other microfossil",11784,108,98,"annual","T","Temp12k","positive",20.247,18.421,550,8010
"588","Olive-backedLake.Self.2015","RWhiKajgudD",158.8582,56.2012,"RFE","chironomid","chironomid",4605,92,90.5,"summerOnly","T","Temp12k","positive",9.46,NA,2781,4282
"589","OltushLake.EPD","R4Kh3OLslvX",23.96,51.7,"WCE","pollen","pollen",10476.82,271.09,260.285,"annual","T","Temp12k","positive",6.41,7.552,2194.975,9942.83
"590","OregonCaves.Ersek.2012","GHe7662255",-123.416,42.083,"WNA","isotope","isotope",7757.46,2.57999999999993,2.57999999999993,"winterOnly","T","Temp12k","positive",-8.842,-8.948,1379.28,6933.42
"591","Ospitale.Watson.1996","R9nRxnnlMq9",10.78,44.16,"MED","pollen","pollen",6245.42,114.17,115.7,"annual","T","Temp12k","positive",6.718,10.385,5790.74,129.87
"592","Ostrowite.Milecka.2002","RGbAjislfPd",17.6,53.79,"WCE","pollen","pollen",10501.45,73.3400000000001,80.9549999999999,"annual","T","Temp12k","positive",6.591,6.121,4184.37,10444.745
"593","P1003.Sejrup.2011","PYTMVGBLPHG_SST_from_d18O",5.2553,63.7622,"NEU","isotope","isotope",7880.341,10.1950000000002,10.1860000000001,"annual","T","Temp12k","positive",13.14,13.374,2857.162,7192.333
"594","P178_15P.Tierney.2016","T2L_P178_15P_uk37_SST_from_uk37",44.3,11.955,"NEAF","alkenone","alkenone",11807,152,152,"annual","T","Temp12k","positive",29.727,29.472,737,11865
"595","P178_15P.Tierney.2016","T2L_P178_15P_tex86_SST_from_tex86",44.3,11.955,"NEAF","other biomarker","other biomarker",11807,152,152,"annual","T","Temp12k","positive",25.736,26.152,7051,8441
"596","P178_15P.Tierney.2016","T2L_P178_15P_mgca_ruber_SST_from_mgca_ruber",44.3,11.955,"NEAF","Mg/Ca","Mg/Ca",11820,152,152,"annual","T","Temp12k","positive",29.48,30.518,3527,11865
"597","P178_15P.Tierney.2016","T2L_P178_15P_d18o_ruber_SST_from_d18o_ruber",44.3,11.955,"NEAF","isotope","isotope",11820,152,152,"annual","T","Temp12k","positive",28.186,28.647,9146,11865
"598","P1B3.deVernal.2005","PYTTTRD8PMK",-162.66,73.683,"ARO","other microfossil","other microfossil",9500.39,49.8999999999996,49.8999999999996,"annual","T","Temp12k","positive",1.593,2.103,9626,125.61
"599","PannelBridge.Waller.1993","RzpuGYfIHLy",0.68,50.91,"NEU","pollen","pollen",10676.05,61.9800000000005,61.9800000000005,"annual","T","Temp12k","positive",9.034,10.064,4689.5,10334.78
"600","ParkPond1.Lynch.1998","M2Lubfra1b3P",-109.96,43.47,"WNA","pollen","pollen",5006,224,221,"annual","T","Temp12k","positive",0.934,NA,3984,1941
"601","PathLake.Neil.2014","GH47c8e274",-64.93,43.87,"ENA","pollen","pollen",9114,42.5,44,"annual","T","Temp12k","positive",3.557,4.6,1287,148
"602","PC_1.Chang.2015","T2L_PC_1_d18o_ruber_SST_from_d18o_ruber",128.4133,31.4583,"EAS","isotope","isotope",11906.16,75.7780000000002,75.7780000000002,"annual","T","Temp12k","positive",25.444,25.149,7130.825,11398.44
"603","PC6.Minoshima.2007","T2L_PC6_uk37_SST_from_uk37",143.5,40.4,"EAS","alkenone","alkenone",11455,41,41,"annual","T","Temp12k","positive",15.027,16.092,7407,11290
"604","PeatlandKlukva.Novenko.2015","RFnBSJqZOIU",36.25,53.83,"WCE","pollen","pollen",9228,222,222,"annual","T","Temp12k","positive",0.264,1.386,3169,9236
"605","PechoraLake.Andren.2015","ROuKCaB3W1T",163.13,59.2933,"RFE","chironomid","chironomid",9560,152.5,155,"summerOnly","T","Temp12k","positive",10.122,10.398,8676,5071
"606","Pella.Lim.2016","RRY0jogRrD7",19.135,-29.0011,"WSAF","pollen","pollen",11500,100,100,"annual","T","Temp12k","positive",17.891,17.077,800,5700
"607","Penny.Fisher.1998","PYTSIOJ5D6Y",-66.75,67.25,"NEN","isotope","isotope",11780,10,10,"annual","T","Temp12k","positive",-24.252,-23.316,5637.3,11587.3
"608","PerchLake_Manitoba.Ritchie.NA","M2Lmx8lcp55P",-100.9,51.65,"NEN","pollen","pollen",5972,108,108,"annual","T","Temp12k","positive",-8.418,-0.993,5950,4155
"609","PerchLake_ON.Terasmae.1975","M2Lyi1ajruwP",-77.34,46.03,"ENA","pollen","pollen",10700,176,176,"annual","T","Temp12k","positive",4.096,4.938,5903,10722
"610","Pingwang.Li.2018","R47g8nheBej",120.64,30.96,"EAS","pollen","pollen",6735,115,115,"annual","T","Temp12k","positive",NA,8.873,8311,8883
"611","Pixie.Brown.2002","M2Leha3eu5bP",-124.2,48.6,"WNA","pollen","pollen",10735,144,148,"annual","T","Temp12k","positive",7.094,6.536,9958,7411
"612","PL-96.Voronina.2013","PYTE6TL93XT",42.6052,71.7363,"RAR","other microfossil","other microfossil",8358.44,137.51,138.06,"annual","T","Temp12k","positive",4.298,4.338,1601.9,7535.8
"613","PL07_39PC.Lea.2003","T2L_PL07_39PC_mgca_ruber_SST_from_mgca_ruber",-65.9417,10.7,"NSA","Mg/Ca","Mg/Ca",11656,148,148.5,"annual","T","Temp12k","positive",26.774,26.498,7838,11881
"614","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_ruber_SST_from_d18o_ruber",-65.9417,10.7,"NSA","isotope","isotope",11656,149,149.5,"annual","T","Temp12k","positive",25.297,24.767,7838,10537
"615","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_ruber_pink_SST_from_d18o_ruber_pink",-65.9417,10.7,"NSA","isotope","isotope",10592,333.8635,334,"annual","T","Temp12k","positive",24.986,26.405,8126,1037
"616","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_bulloides_SST_from_d18o_bulloides",-65.9417,10.7,"NSA","isotope","isotope",11656,148,148.5,"annual","T","Temp12k","positive",24.701,24.766,3223,11202
"617","PlateauRemote.MosleyThompson.1996","WEB2fbd7e47",43,-84,"EAN","isotope","isotope",3950,10,10,"annual","T","Temp12k","positive",-54.364,NA,3485,2255
"618","PlatypusTarn.Rees.2010","RwUGHZyJRVj",146.5868,-42.6734,"SAU","chironomid","chironomid",11756.406,224.050999999999,219.583,"summerOnly","T","Temp12k","positive",9.336,9.622,6701.668,11114.815
"619","PogoniaBog.Cushing.1979","M2L2pv1afjnP",-93.63,45.04,"CNA","pollen","pollen",10895,171.5,171.5,"annual","T","Temp12k","positive",7.063,7.169,2283,10708
"620","PointEscuminac.Warner.1991","M2L55sfpyavP",-64.8,47.08,"ENA","pollen","pollen",10628,114,120.5,"annual","T","Temp12k","positive",-1.348,1.917,9811,10889
"621","PolandSpring.Jacobson.Ja","M2Lhfe9p1b1P",-70.35,44.03,"ENA","pollen","pollen",10853,300,297,"annual","T","Temp12k","positive",5.918,5.983,294,8417
"622","PolevaCave.Constantin.2007","WEB21765f70",21.747,44.7144,"MED","isotope","isotope",9070,60,60,"annual","T","Temp12k","positive",NA,-8.03,3130,11480
"623","Posy.Shafer.1989","M2Liaj596e6P",-111.7,37.94,"WNA","pollen","pollen",8490.9,315,315,"annual","T","Temp12k","positive",4.39,3.459,2710.4,8232.5
"624","PotrokAike.Massaferro.2013","RrJegNZeUh6",-70.38,-51.96,"SSA","chironomid","chironomid",11926.544,101.6,101.6,"annual","T","Temp12k","positive",10.892,12.928,6996.08,11401
"625","PP10-07.Mary.2016","LPD24407fc4",-2.228,43.677,"MED","other microfossil","other microfossil",9728,51,52,"annual","T","Temp12k","positive",15.55,15.567,8683,7030
"626","PrazRodet.Shotyk.1997","RUMQl9vuJeH",6.17,46.57,"WCE","pollen","pollen",10679.5,56.75,56.75,"annual","T","Temp12k","positive",6.343,7.544,7002.42,9884.02
"627","PSh-5159N.Risebrobakken.2011","PYT0IFU85C3",22.6333,71.35,"NEU","other microfossil","other microfossil",11327.651,159.158,160.279,"annual","T","Temp12k","positive",10.938,11.1,8639.971,11137.917
"628","PSh-5159N.Risebrobakken.2011","PYT5QHZ4RLO",22.6333,71.35,"NEU","alkenone","alkenone",11018.003,94.2170000000006,94.2170000000006,"summerOnly","T","Temp12k","positive",9.745,9.979,7542,240.535
"629","PTHE.Self.2015","R4EA7xKol5Q",92.1789,68.2033,"RAR","chironomid","chironomid",3864,217,236,"summerOnly","T","Temp12k","positive",10.674,NA,3427,10
"630","PuertodeLosTornos.Penalba.1989","RH1ejnzYAyc",-3.43,43.15,"MED","pollen","pollen",9674.91,254.2,254.2,"annual","T","Temp12k","positive",8.941,8.209,3251.99,9008.55
"631","PupukeChironomid.VandenBos.2018","RpbgDFH9OsU",174.7662,-36.7803,"NZ","chironomid","chironomid",11169,187,181,"summerOnly","T","Temp12k","positive",16.167,16.625,3958,11810
"632","PupukePollen.VandenBos.2018","ReEnzeIOExA",174.77,-36.78,"NZ","pollen","pollen",10740,204,203,"annual","T","Temp12k","positive",NA,13.37,7996,11741
"633","PusciznaRekowianska.Obidowicz.1993","RvmcU2wvWXo",19.82,49.48,"WCE","pollen","pollen",10921.91,132.175,132.225,"annual","T","Temp12k","positive",7.538,4.895,537.15,10784.35
"634","Qinghai.Hou.2016","LPDbfac52bb",100.137,36.8112,"EAS","alkenone","alkenone",11652,146,146,"summerOnly","T","Temp12k","positive",16.474,21.8,10517,3677
"635","Qipisarqo.Frechette.2009","PYTIYA2IC5S",-47.75,61,"GIC","pollen","pollen",8626,220,220,"summerOnly","T","Temp12k","positive",7.581,10.995,6849,8634
"636","Quartz.Wooller.2012","PYT66RBVNK6",-145.814,64.206,"NWN","chironomid","chironomid",10172,193.5,203,"summerOnly","T","Temp12k","positive",12.844,12.728,7267,10840
"637","Queens.Moser.1990","M2Lha822fsjP",-110.57,64.12,"NWN","pollen","pollen",8840.4,182.1,182.1,"annual","T","Temp12k","positive",-7.055,-7.177,4369.3,4187.2
"638","Radtke.Webb.1983","M2Lbp57wnhkP",-88.1,43.4,"ENA","pollen","pollen",10908,238,247,"annual","T","Temp12k","positive",8.317,8.611,4650,10114
"639","Raigastvere.Seppa.2004","PYTD73YMWR3",26.65,58.58,"NEU","pollen","pollen",8923,99.5,96.25,"annual","T","Temp12k","positive",5.661,8.463,6538,8485.5
"640","RaigastvereLake.Pirrus.1987","RdbNEBCu3Ry",26.67,58.6,"NEU","pollen","pollen",10898.21,108.56,109.25,"annual","T","Temp12k","positive",4.436,7.057,5961.84,10733.79
"641","rainbow.Clegg.2011","PYTZOBOLJRG",-150.8,60.7167,"NWN","chironomid","chironomid",11955.126,313.691000000001,312.598,"summerOnly","T","Temp12k","positive",13.312,13.974,5791.636,10421.836
"642","Ranger.Brubaker.1983","RXEc3JaUSUk",-153.65,67.15,"NWN","pollen","pollen",11323,323,323,"annual","T","Temp12k","positive",-0.038,3.317,10444,3471
"643","RAPiD_12_1K.Thornalley.2010","T2L_RAPiD_12_1K_mgca_bulloides_SST_from_mgca_bulloides",-17.8197,62.0905,"GIC","Mg/Ca","Mg/Ca",11840,65,65,"annual","T","Temp12k","positive",13.104,11.918,9761,11547
"644","RAPiD_12_1K.Thornalley.2010","T2L_RAPiD_12_1K_d18o_bulloides_SST_from_d18o_bulloides",-17.8197,62.0905,"GIC","isotope","isotope",11840,60,60,"annual","T","Temp12k","positive",10.827,11.032,9241,11586
"645","Rapid.Fall.1994","M2L6aaquiz9P",-109.19,42.73,"WNA","pollen","pollen",10599,341.5,345,"annual","T","Temp12k","positive",0.856,-0.682,3278,3424
"646","Ratasjoen.Velle.2005","PYTM75R3NFI",9.83,62.27,"NEU","chironomid","chironomid",11606.917,150.396,150.4,"summerOnly","T","Temp12k","positive",9.492,10.46,10868.921,2258.378
"647","RC12-10.Poore.2003","WEBd5f320fe",-95.53,23,"NCA","other microfossil","other microfossil",11283.415,62.24,62.2950000000001,"winterOnly","T","Temp12k","positive",21.934,23.535,8968.33,1349.48
"648","RC24_08GC.Arbuszewski.2013","T2L_RC24_08GC_mgca_ruber_SST_from_mgca_ruber",-11.9,-1.3366,"EAO","Mg/Ca","Mg/Ca",7870,541.5,542,"annual","T","Temp12k","positive",NA,23.399,10502,5041
"649","RC24_08GC.Arbuszewski.2013","T2L_RC24_08GC_d18o_ruber_SST_from_d18o_ruber",-11.9,-1.3366,"EAO","isotope","isotope",7870,541.5,542,"annual","T","Temp12k","positive",NA,25.373,10035,4378
"650","RC27_23.Overpeck.1996","T2L_RC27_23_d18o_bulloides_SST_from_d18o_bulloides",57.59,17.993,"ARP","isotope","isotope",11670,333,333,"annual","T","Temp12k","positive",23.505,24.108,4760,11338
"651","RC27_28.Overpeck.1996","T2L_RC27_28_d18o_bulloides_SST_from_d18o_bulloides",57.59,17.903,"ARS","isotope","isotope",7041,256.5,266,"annual","T","Temp12k","positive",NA,25.263,10248,11836
"652","RedRock.Maher.1972","M2Lj3ejix02P",-105.54,40.08,"WNA","pollen","pollen",10688.8,241.4,241.4,"annual","T","Temp12k","positive",2.761,1.433,1642.6,8847.9
"653","Reiarsdalvatnet.Seppa.2009","PYTLC5FYZTA",7.78,58.32,"NEU","pollen","pollen",8890.29,113.375,114.56,"summerOnly","T","Temp12k","positive",14.257,15.258,3263.12,8930.53
"654","Reidel.Almquist-Jacobson.1992","M2Lgneiy358P",-95.28,46.21,"CNA","pollen","pollen",10787,298.5,297,"annual","T","Temp12k","positive",5.246,4.089,3134,8981
"655","Renland.Johnsen.1992","PYTUAENTJO2",-26.7,71.3,"GIC","isotope","isotope",11640,20,20,"annual","T","Temp12k","positive",-27.344,-26.442,8770,11650
"656","RiviereFeuilles2.Larouche.1981","M2Lwxwvqju6P",-71.95,58.22,"NEN","pollen","pollen",5122,237.5,240.5,"annual","T","Temp12k","positive",-8.946,-9.436,4079,5615
"657","RR1313_23PC.MoffaSanchez.2019","RrXL5yQhooZ_SST_from_Mg0x2FCa",145.6703,-4.4939,"SEA","Mg/Ca","Mg/Ca",10676.5,125.75,125.5,"annual","T","Temp12k","positive",NA,30.314,5381,4100
"658","Ruila.Seppa.2004","PYTH254O9NJ",24.43,59.17,"NEU","pollen","pollen",10012.5,305.25,305.2,"annual","T","Temp12k","positive",5.158,8.628,5937.5,10012.5
"659","Rukatunturi.Hicks.1985","Rk9wmJSBiX2",29.15,66.17,"NEU","pollen","pollen",5516.95,374.32,374.32,"annual","T","Temp12k","positive",4.607,2.515,657.33,5235.94
"660","s53s52.KaislahtiTillman.2010","PYTJ6FGBAO9",-104.2083,59.8917,"NEN","isotope","isotope",6168.296,182.3985,192,"summerOnly","T","Temp12k","positive",15.109,14.734,4327,387
"661","SacredLake.Loomis.2012","GH401cbc9d",37.53,0.08,"SEAF","other biomarker","other biomarker",11777,213,213,"annual","T","Temp12k","positive",18.77,19.767,7003,793
"662","SaegistalseePollen.Wick.2003","R3Snc0P3mi3",7.98,46.68,"WCE","pollen","pollen",8945.37,37.3200000000006,40.3400000000001,"annual","T","Temp12k","positive",5.795,6.473,8471.53,834.1
"663","SaharaSandWetland.Rao.2019","WEB3a8703e6",88.3573,48.1204,"WSB","isotope","isotope",10965,37,38,"summerOnly","T","Temp12k","positive",-25.629,-26.372,8179,10500
"664","Saint-JeanOrleans.Richard.1981","M2LyqddixcyP",-70.93,46.93,"ENA","pollen","pollen",6418,309,309,"annual","T","Temp12k","positive",4.111,NA,3928,5449
"665","SaintCalixte.Larouche.NA","M2Luwan852aP",-73.87,45.96,"ENA","pollen","pollen",10711,375,386,"annual","T","Temp12k","positive",4.471,4.88,8304,9151
"666","SaintThomas.Voeltzel.1987","RxUtcuAADeo",-1.75,47.27,"WCE","pollen","pollen",6794.92,64.08,64.08,"annual","T","Temp12k","positive",8.702,10.506,4863.73,4318.7425
"667","SaintViaudContin.Bernard.1996","R4rQaKneurq",-2.02,47.27,"WCE","pollen","pollen",7150.65,77.9000000000003,77.9000000000005,"annual","T","Temp12k","positive",9.948,12.065,4987.83,7168.95
"668","SaladaPequena.EPD","RK3DipzaeJ8",-0.22,41.03,"MED","pollen","pollen",4360.67,90.3800000000001,90.3800000000001,"annual","T","Temp12k","positive",15.77,NA,420.47,4461
"669","SchwarzseeobSoelden.Ilyashuk.2011","RhcdDYg86PD",10.95,46.97,"WCE","chironomid","chironomid",7107.886,58.5360000000001,58.4330000000009,"summerOnly","T","Temp12k","positive",NA,6.119,9780.755,7968.875
"670","SchwarzseeReschenscheideck.Welten.1982","RJ7e97qSKPK",10.48,46.87,"WCE","pollen","pollen",10970.17,465.04,431.280000000001,"annual","T","Temp12k","positive",4.774,6.016,10995.4,183.86
"671","ScreamingLynxLake.Clegg.2011","R70zKk7ZGum",-145.4,66.0667,"NWN","chironomid","chironomid",10589,55,55,"summerOnly","T","Temp12k","positive",14.913,14.737,4867,10439
"672","SecretLake.Lasher.2017","Rv85dcUllsQ",-68.66,76.58,"GIC","isotope","isotope",7045,278,285.5,"summerOnly","T","Temp12k","positive",-1.6,2.052,7595,928
"673","Sfl4-1.Willemse.1999","PYTXQZAZD6M",-50.2833,67.0833,"GIC","biophysical","biophysical",7388,13,13,"summerOnly","T","Temp12k","positive",13.701,18.851,3178,364
