TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_year,pub1_authors,pub1_title,pub1_journal,pub1_pages,pub1_issue,pub1_volume,pub1_doi,pub2_doi,originalDataUrl,neotomaDatasetId,archiveType,proxyGeneral,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,otherAgesPerKyr,inThisCompilation,QC Certification,QC comments,link to lipdverse,changelogNotes
WEB31e807ae,matlab,BoomerangLake.Brown.2006,Boomerang Lake,North America>Canada>British Columbia,49.18,-124.16,361,2006,"Brown, K.J.","Holocene precipitation in the coastal temperate rainforest complex of southern British Columbia, Canada",Quaternary Science Reviews,2762-2779,21-22,25,10.1016/j.quascirev.2006.02.020,,https://www.ncei.noaa.gov/access/paleo-search/study/30535,,LakeSediment,pollen,pollen,assemblage,DWHI-MAP,,MAP_updated,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1494.454545,positive,-45,11768,299,0.507915009,0,TRUE,KJB,"3091-year chronology gap, but includes 6 well spaced Holocene ages",http://lipdverse.org/HoloceneHydroclimate/0_4_0/BoomerangLake.Brown.2006.html,
LPDf7422476,matlab,Bosten.Chen.2008,Bosten,Asia>Eastern Asia>China,42,87.02,1047.5,2008,"Chen, Fahu; Yu, Zicheng; Yang, Meilin; Ito, Emi; Wang, Sumin; Madsen, David B.; Huang, Xiaozhong; Zhao, Yan; Sato, Tomonori; John B. Birks, H.; Boomer, Ian; Chen, Jianhui; An, Chengbang; W _nnemann, Bernd",Holocene moisture evolution in arid central Asia and its out-of-phase relationship with Asian monsoon history,Quaternary Science Reviews,351 364,3,27,10.1016/j.quascirev.2007.10.017,,https://doi.org/10.25921/bnxb-1n90,,LakeSediment,hybrid,hybrid,pollen and grainsize,,,"Composited into a relative moisture index by Wang et al., 2008",Moisture_index,unitless,anom,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.850678733,positive,0,11000,50,0,0,TRUE,SHA,Added proxyGeneral,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Bosten.Chen.2008.html,
LPD292174f8xxx,matlab,Bosumtwi.Shanahan.2015,Bosumtwi,Africa>Western Africa>Togo,6.5,1.42,300,,,,,,,,10.1038/NGEO2329,,https://www.ncei.noaa.gov/access/paleo-search/study/18355,,LakeSediment,isotope,dDwax,C31 n-alkanes,,,"""As the hydrogen isotopic composition of precipitation in tropical West Africa is controlled mostly by the ‘amount effect’22, δDwax values are interpreted here as indicators of changes in wet season precipitation intensity, following corrections for global ice volume and vegetation type""",d2H,permil,,P,monsoon@surface,"6,7,8",summerOnly,-29.08264865,negative,68.816,21025.98,164.603,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Bosumtwi.Shanahan.2015.html,
OLS_RgJGZeaw0md,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Bougdouma.Gasse.1987,Bougdouma,Africa>Western Africa>Niger,13.3,11.7,320,1987,"Gasse, F.,",Diatoms for reconstructing palaeoenvironments and palaeohydrology in tropical semi-arid zones:Example of some lakes from Niger since 12000 B.P. Hydrobiologia 154 : 127-163.,,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.9,negative,494.5,14693.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Bougdouma.Gasse.1987.html,
OLS_RnZixdO7vMV,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Breadalbane.Dodson.1986,Breadalbane,Australia/New Zealand>Australia,-34.78,149.48,697,1986,"Dodson, J.R.","Holocene vegetation and environments nearGoulburn, New South Wales. Australian Journal ofBotany 34 : 231-249.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.9,negative,494.5,12333.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Breadalbane.Dodson.1986.html,
OLS_RwqOkY17CbA,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Bromfield.Kershaw.1975a,Bromfield,Australia/New Zealand>Australia,-17.38,145.55,755,1975,"Kershaw, A.P.","Stratigraphy and pollen analysis of BromfieldSwamp, north eastern Queensland, Australia. NewPhytologist 75 : 173-191.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.6,negative,494.5,12333.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Bromfield.Kershaw.1975a.html,
S2LRNh2zmbQt44,sisal2lipd,BucadellaRenella.Drysdale.2006,Buca della Renella,Europe>Southern Europe>Italy,44.08,10.21,300,2006,,,,,,,10.1130/g22103.1,"Zanchetta, G., Regattieri, E., Isola, I., Drysdale, R.N., Bini, M., Baneschi, I., & Hellstrom, J.C. (2016). The so-called ""4.2 event"" in the central mediterranean and its climatic teleconnections.",https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,calcite,0,,""" Higher δ18O on the Apuan Alps calcite Speleothem, in absence of large changes in the water composition of the oceans, are inter- preted as due to decrease in precipita- tion...Several lines of evidence suggest that this event could be characterized by longer summer drought and possibly by little impact on precipitation during winter...Longer summers (basically at the expense of spring and autumn seasons) compared to winter, can affect the isotopic budget of our caves, and can additionally help in explaining our isotopic records."" (Giovanni et al., 2016)",d18O,permil,,P-E,@surface,"6,7,8",summerOnly,-4.123373101,negative,1024.11,7277.24,7.5,0,0,TRUE,CH,"RL4_2018; SISAL Note: ""RL4_2006 (entity_id = 282), RL4_2016 (entity_id = 283) and RL4_2018 (entity_id = 381) share the same U-Th dates. Their ""decay_constant=other"" because they were calculated using the following decay constants: 234U: 2.835√o10^(-6 )/yr and 230Th: 9.195 √o 10^(-6)/yr. Duplicate isotope samples of RL4_2006 (entity_id = 282) at depth_sample = 80.1, 78.63, 82.1mm with different interp_age and isotope values have been averaged. RL4_2018 (entity_id = 381) supersedes RL4_2006 (entity_id = 282) and RL4_2016 (entity_id = 283).""",http://lipdverse.org/HoloceneHydroclimate/0_4_0/BucadellaRenella.Drysdale.2006.html,
NAm2kHydro096,matlab,Buckeye.Springer.2008,Buckeye Creek (WV),North America>United States Of America>West Virginia,37.976,-80.4,600,,,,,,,,10.1029/2008GL034971,,https://doi.org/10.1029/2008GL034971,,Speleothem,trace element,Sr/Ca,,,,"calcium carbonate in Speleothem. ""We do interpret the entirety of the largely abiotically‐derived Sr/Ca record, including Sr0‐Sr2.... Sr/Ca ratios can be used to reconstruct relative rates of epikarstic moisture transport because low moisture levels can cause 1) increased drip water residence times, leading to 2) Ca drawdown via calcite precipitation in the overlying epikarst, which increases Sr/Ca ratios in the residual drip waters and their dependent Speleothems....episodes of increased Sr/Ca ratios (Figure 1) and can be attributed to decreased hydrologic head caused by increased aridity"" (Springer et al., 2008)",Sr/Ca,mmol/mol,,P-E,soil moisture,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,0.026085,negative,37,6945,34,,,TRUE,CH,"Trace Element; ""we do not utilize post‐2,100 years B.P. values of δ13C because any changes in C3 and C4 plant abundances [Denniston et al., 2007] or intentional forest fires would have affected δ13C. We do interpret the entirety of the largely abiotically‐derived Sr/Ca record, including Sr0‐Sr2. (Springer et al., 2008)""",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Buckeye.Springer.2008.html,
S2LRk70AiD9ZsN,sisal2lipd,BukitAssamcave.Carolin.2013,Bukit Assam cave,Indian Ocean>Malaysia,4.03,114.8,150,2013,,,,,,,10.1126/science.1233797,10.1016/j.epsl.2016.02.050,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,,,,"""Drip water δ18O represents the amount-weighted average rainwater δ18O that fell in the preceding 3–10 months (Moerman et al., 2014), indicating that interannual-scale δ18O re- constructions are feasible using stalagmites with adequate growth rates. Well-replicated δ18O time series from different stalagmites in the region suggest that stalagmite δ18O reflects long-term change in convective activity on Milankovitch timescale"" (Chen et al., 2016)",d18O,permil,,P,amount@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-9.234014634,negative,-44.662,13548.1,11.422,0,0,TRUE,CH,BA03_decadal. Site covered by Gunung-budacavesnailshellcave.Partin.2007 composite.,http://lipdverse.org/HoloceneHydroclimate/0_4_0/BukitAssamcave.Carolin.2013.html,
OLS_R9bib9fXM0c,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Bullenmerri.Buckley.1972,Bullenmerri,Australia/New Zealand>Australia,-38.25,143.12,146,1981,"Barton, C.E. and H.A. Polach, 1980.","Personal communication. (Travel report on visit to China by R.G. Barry, June 1981)",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.6,negative,494.5,19933.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Bullenmerri.Buckley.1972.html,
WEB8e0a7386,sisal2lipd,Bunkercave.Fohlmeister.2012,Bunker cave,Europe>Western Europe>Germany,51.3675,7.6647,184,2012,,,,,,,10.5194/cp-8-1751-2012,10.1016/j.quascirev.2018.09.045,https://doi.org/10.17864/1947.256,,Speleothem,trace element,Mg/Ca,,,,,Mg/Ca,mmol/mol,,P,amount@surface,"12,1,2",winterOnly,0.159813832,negative,-57.3,8162.8,6.7,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Bunkercave.Fohlmeister.2012.html,
S2LR419VKmTzO1,sisal2lipd,BuracaGloriosa.Denniston.2017,Buraca Gloriosa,Europe>Western Europe>Portugal,39.5333,-8.7833,420,2017,,,,,,,10.5194/cp-2017-146,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,calcite,,,"""elevated δ13C, δ18O, and δ234U values and/or growth hiatuses indicating re-duced effective moisture coincident with periods of lowered SST... Thus, the decrease in stalagmite δ18O between the penultimate glacial and last interglacial suggests that stalagmite oxygen isotope ratios are primarily recording (pan-)regional hydroclimate rather than temperature.... Decreased precip- itation or effective moisture is associated with elevated sta- lagmite δ13C, δ18O, and δ234U values"" (Denniston et al., 2017)",d18O,permil,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-2.795007143,negative,1319.1533,87439.7511,12.1658,0,0,TRUE,CH,"""Similarly, oxygen and carbon isotopic variability is pronounced during the late Holocene portion of the BG record. The origin of this high variabil- ity is unclear. Replication of the Holocene portion of this record is currently underway and will help address this ques- tion""(Denniston et al., 2017)",http://lipdverse.org/HoloceneHydroclimate/0_4_0/BuracaGloriosa.Denniston.2017.html,
S2LRCWCwYqedVC,sisal2lipd,BuracaGloriosa.Denniston.2017,Buraca Gloriosa,Europe>Western Europe>Portugal,39.5333,-8.7833,420,2017,,,,,,,10.5194/cp-2017-146,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d13C,calcite,,,"""elevated δ13C, δ18O, and δ234U values and/or growth hiatuses indicating re-duced effective moisture coincident with periods of lowered SST... Thus, we interpret the carbon isotopic values of the BG–GCL record as primar- ily a local (hydro)climate proxy, with higher δ13C values in- dicative of a cooler, drier climate...Im- portantly, δ13C values reflect local infiltration rather than (pan-)regional atmospheric conditions as in the case of δ18O. This difference between the two proxies offers the opportu- nity to investigate environmental changes at different spatial scales."" (Denniston et al., 2017)",d13C,permil,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-6.264471429,negative,1319.1533,87439.7511,12.1658,0,0,TRUE,CH,"""Similarly, oxygen and carbon isotopic variability is pronounced during the late Holocene portion of the BG record. The origin of this high variabil- ity is unclear. Replication of the Holocene portion of this record is currently underway and will help address this ques- tion""(Denniston et al., 2017)",http://lipdverse.org/HoloceneHydroclimate/0_4_0/BuracaGloriosa.Denniston.2017.html,
OLS_RhSooYiv8NM,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Cahaba.Delcourt.1983,Cahaba,North America>United States Of America>Alabama,33.5,-86.53,210,1983,"Delcourt, H.R., P.A. Delcourt and E.C. Spiker","A 12,000 year record of forest history from Cahaba Pond, St. Clair County, Alabama. Ecology 64 : 874- 887.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.6,negative,494.5,14693.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Cahaba.Delcourt.1983.html,
S2LRGkmEev8vMC,sisal2lipd,CalcitecaveMtLuxmoreFiordland.Lorrey.2008,"Calcite cave (Mt Luxmore, Fiordland)",Australia/New Zealand>New Zealand,-46.02,167.74,1025,2008,,,,,,,10.1016/j.quaint.2007.09.039,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d13C,calcite,,,"""master Speleothem d13C records, variations tracked changes in relative regional precipitation...This comparison suggests the WSI master Speleothem d13C record contains a strong regional palaeo- precipitation signal... less-negative d13C values in the WSI master Speleothem record coincide with dry periods"" (Lorrey et al., 2008)",d13C,permil,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-7.901831373,negative,1690.0776,9284.1656,137.05835,0,0,TRUE,CH,"""The WSI master Speleothem record is a composite chronology composed of data from four Speleothems sourced from Aurora, Calcite, Doubtful Xanadu, and Waiau "" (Lorrey et al., 2008). However, no data identified for this composite. Locations far enough away from each other to keep seperate",http://lipdverse.org/HoloceneHydroclimate/0_4_0/CalcitecaveMtLuxmoreFiordland.Lorrey.2008.html,
LPDe51c2779xxxx,matlab,CariacoBasin.Haug.2001,Cariaco Basin,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,10.7,-65.17,-893,2001,,Southward migration of the intertropical convergence zone through the Holocene,,,,,10.1126/science.1059725,,https://www.ncei.noaa.gov/access/paleo-search/study/2560,,MarineSediment,biophysical,mineralogy,,,,"""Higher Ti content reflects greater terrigenous input from riverine runoff and is interpreted to indicate greater precipitation and a more northerly mean latitude of the ITCZ.""",Ti,cps,,P,amount@surface,"6,7,8",summerOnly,0.261324911,positive,110.37,14277,5.5,0,0,TRUE,,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/CariacoBasin.Haug.2001.html,
OLS_Rn9jxxYJDzK,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Carp.Barnosky.1985a,Carp,North America>United States Of America>Oregon,45.92,-122.88,714,1985,"Barnosky, C.W.,","Late Quaternary vegetation in the southwesternColumbia Basin, Washington. Quaternary Research 23 : 109-122.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.9,negative,494.5,34898.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Carp.Barnosky.1985a.html,
LPDd7e6276fxb,matlab,Castor.Nelson.2011,Castor Lake,North America>United States Of America>Washington,48.54,-119.56,594,2011,"Nelson, D. B.","Drought variability in the Pacific Northwest from a 6,000-yr lake sediment record",Proceedings of the National Academy of Sciences,3870-3875,10,108,10.1073/pnas.1009194108,,https://www.ncei.noaa.gov/access/paleo-search/study/10310,,LakeSediment,biophysical,reflectance,core face,,,"Detrented grayscale. ""dark layers are formed during arid periods when reduced Ca2th input from groundwater leads to a decline in aragonite precipitation""",reflectance,grayscale,abs,P-E,groundWaterLevel,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,0.186424746,negative,101,6000,1,2.20376335,0.678081031,TRUE,CR,detrended record,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Castor.Nelson.2011.html,
